scenario,net_pnl_usd,lp_fees_usd,drawdown_pct,active_hours,operations
真实双市场小时价格，40% APR,1.6446334776765639,1.1188581115691818,1.3274782956857651,246.0,12
小时价格，执行成本翻倍,-2.1054993103216475,1.116015402838938,1.847483800722916,246.0,12
小时价格，30% APR,1.3646199669103112,0.8391025805974185,1.3626231686561683,246.0,12
最后62天独立起始测试,-1.6576722357626181,0.30303570013439013,1.3488993337770685,67.0,4
5分钟池价格 + 合约代理,4.467705810202688,0.9157999751436613,0.9004885548775333,200.8333333333387,10
5分钟低点优先情景,4.4943369128033055,0.9154162719039605,0.9092575367955559,200.75000000000534,10
5分钟低点优先 + 双倍成本,1.5302937173289877,0.912579514911585,1.2693689094664222,200.75000000000534,10
